Q189599	基思·理查兹
Q315509	菲利普·西德尼爵士
Q1983356	弗兰西丝·伯克
Q678439	理查·貝琴薩
Q6304510	茱蒂·洛
Q235597	比阿特麗斯公主 (薩克森-科堡及哥達)
Q2457294	阿方索親王，加列拉公爵
Q844013	魯桂珍
Q325403	安奈林·貝文
Q1686926	珍妮·李，阿斯瑞奇女男爵
Q266361	奧莉薇婭·艾波
Q529603	帕特里克·倫納德
Q319434	朱利安·劳埃德·韦伯
Q2183186	程嘉欣
Q671093	杰奎琳·希爾
Q2840603	阿尔文·拉科夫
Q573327	安東尼·哈維洛克-艾倫
Q242705	保利娜·科林斯
Q2314629	约翰·阿德顿
Q218800	大衛·奧伊羅
Q5929749	潔西卡·歐洛沃
Q336162	帕丁頓女男爵瑪嘉烈·傑伊
Q4160053	彼得·傑
Q334920	本·李
Q266613	韦恩·鲁尼
Q433252	哥蓮·朗尼
Q1792973	蘭妮·史賓賽
Q285549	碧安卡·傑格
Q128121	米克·贾格尔
Q7344476	勞勃·福克斯
Q327457	布魯斯·尚德
Q17363684	羅莎琳德·庫比特
Q336320	第十三代阿倫德爾伯爵菲利普·霍華德
Q4768458	安妮·達克
Q83410	加里·格兰特
Q442549	貝特希·德雷克
Q272075	絲麗雅·強生
Q2605075	彼得·弗莱明
Q336036	第一代雷丁侯爵鲁弗斯·艾萨克斯
Q6485161	雷丁侯爵夫人·史黛拉·艾薩克
Q290107	查爾斯·斯賓塞-丘吉爾，第九代馬爾博羅公爵
Q265898	康斯薇露·范德比尔特
Q444410	蕾絲莉·蔓薇爾
Q83492	加里·奥德曼
Q297493	菲利帕·福特
Q3308472	迈克尔·理查德·丹尼尔·福特
Q272201	莉兹·特拉斯
Q113728852	休·奥利里
Q544609	歐志偉
Q170191	雅麗珊郡主
Q236688	戴安·簡儂
Q272042	丹尼斯·勒沃托夫
Q16013852	米切尔·古德曼
Q264766	文翠珊
Q25194731	菲利浦·梅
Q547660	羅伯特·約翰·蘭格
Q131433	仙妮亞·唐恩
Q3023853	德莫特·沃爾什
Q952491	伊恩·麥克拉根
Q269900	卡米拉·卢丁顿
Q21591417	马修·艾伦
Q93645	乔伊·亚当森
Q1506842	喬治·亞當森
Q271348	普魯妮拉·斯基敖斯
Q1362474	提姆·威斯特
Q272191	克莱尔·库伯斯
Q700152	劳伦特王子
Q554670	加里·凱普
Q125017	乌玛·瑟曼
Q293067	赫米奧妮‧金戈爾
Q1351469	埃里克·馬施維茨
Q236309	唐·法蘭奇
Q3175896	連尼·亨利
Q266067	蘿拉·佛萊瑟
Q6371837	卡尔·盖瑞
Q444990	帕特里西婭·美迪那
Q95148	約瑟夫·考登
Q677250	约翰·邓恩
Q7383205	露絲·斯柯爾
Q443327	約翰·森
Q454481	凯特·玛蔻温
Q271867	賈奈特·蘇茲嫚
Q1334509	崔佛·农恩
Q547893	馬克·菲利普斯
Q151754	安妮公主
Q297562	利奥波德·斯托科夫斯基
Q264730	格洛里亞·範德比爾特
Q283796	克莉絲汀·麥克維
Q726073	約翰·麥克維
Q283904	凱倫·杜特翠斯
Q2641365	亞歷克斯·海德-懷特
Q265937	艾莉丝·科普尔
Q5541314	喬治·凱皮爾
Q291057	顧綺慧
Q260464	埃德·鮑斯
Q16995506	茱蒂絲·鄧恩
Q445117	特魯迪埃·斯泰勒
Q483203	史汀
Q537510	愛娃·巴托克
Q57584	卻·佐真斯
Q76189	伊麗莎白·亞寧
Q336699	富兰克·罗素
Q296609	羅素·布蘭德
Q42493	凯蒂·佩里
Q7417399	桑迪·普夫呂格爾
Q161819	茱莉·安德絲
Q56093	布萊克·愛德華
Q449402	朱迪·惠特克
Q56486822	克里斯蒂安·孔特雷拉斯
Q161167	路易丝公主
Q334971	約翰·坎貝爾，第九代阿蓋爾公爵
Q336617	第21代索爾通女勛爵弗洛拉·弗雷澤
Q4719913	瑪爾的亞歷山大·拉姆齊
Q335129	第二代米爾福德黑文侯爵喬治·蒙巴頓
Q259488	米爾福德黑文侯爵夫人娜傑達·蒙巴頓
Q160770	喬治王子
Q170184	馬里納郡主
Q160558	阿瑟王子
Q235435	路易斯·玛格丽特公主
Q1309447	理查德·格林
Q336453	威尔弗雷德·伏尼契
Q466068	艾捷尔·丽莲·伏尼契
Q95076	琼·芳登
Q5147185	科利爾·揚
Q278766	咪咪·史密斯
Q5545277	乔治·图谷德·史密斯
Q82032	克里斯托夫·托爾金
Q76335507	贝莉·托尔金
Q167023	卡雷·瑞茲
Q266416	貝琪·布萊爾
Q335260	第一代斯诺登伯爵安东尼·阿姆斯特朗-琼斯
Q153815	瑪嘉烈公主
Q541853	迈尔斯·奥尔德里奇
Q1751689	克里斯汀·麦克梅纳米
Q95068	奥利维娅·德哈维兰
Q15207457	皮埃尔·格兰特
Q3568567	威廉·多齐尓
Q166422	理查德·約翰遜
Q212879	金·露華
Q166389	丹尼爾·戴-劉易斯
Q508184	雷貝嘉·米勒
Q13435675	弗吉尼亚·切瑞尔
Q335324	达夫·库伯
Q128576	黛安娜·曼納斯
Q9292296	希尔顿·扬，第一代肯尼特男爵
Q172183	哈伊姆·魏茨曼
Q455626	薇拉·魏茨曼
Q93119	唐纳德·米奇
Q542428	安妮·麥克拉倫
Q944459	尼爾·馬修
Q516505	阿克尔·卡罗琳
Q540283	约翰·泰勒
Q454237	阿曼达·德·卡德内特
Q445755	凱西·泰森
Q3395392	克瑞·查理斯
Q335376	凱文·麥克納利
Q117995	菲力絲·羅根
Q156814	耶胡迪·梅纽因
Q5271173	黛安娜·古尔德
Q16255144	马达夫·夏尔马
Q255620	芭芭拉·赫頓
Q21077879	马库斯·古德里奇
Q296589	丹尼·梅菲
Q6205982	喬安娜·泰勒
Q539685	邁克爾·安德森 (導演)
Q2825309	亞德莉安娜·艾利斯
Q157814	西蒙·拉特尔
Q240430	马格达莱纳·科泽纳
Q441889	伊莉莎白·英格利斯
Q3247520	席維斯·韋佛
Q336609	尊敬的哈伍德伯爵
Q4494018	哈伍德伯爵夫人帕特里夏·拉塞爾斯
Q155203	蘇菲·惠斯-鍾斯
Q154920	爱德华王子
Q538123	杰森·康纳利
Q253487	米亞·莎拉
Q442231	瑪麗·斯特普
Q710418	雷金纳德·拉格尔斯·盖茨
Q538578	休·赫德森
Q262674	玛瑞·亚达波
Q2803671	東尼·華爾頓
Q160001	维多利亚·尤金妮亚公主
Q18363	阿方索十三世
Q445510	埃德娜·贝斯特
Q1273317	赫伯特·馬歇爾
Q164069	瓊妮·威利
Q191084	方·基默
Q446115	安妮·特瑞斯曼
Q233950	丹尼尔·卡内曼
Q165360	苏·伯特维瑟
Q657354	理查德·艾爾
Q155199	蘇珊·布拉克摩爾
Q4117137	亚当·哈特-戴维斯
Q171745	傑瑞米·艾恩斯
Q224782	西妮德·庫薩克
Q447688	帕梅拉·富兰克林
Q1240407	哈維·傑森
Q2603347	瑪格達·嘉寶
Q446708	蒂娜·布朗
Q3877165	哈羅德·埃文斯
Q630876	格雷戈里·多兰
Q432362	安東尼·謝爾
Q623933	大流士.坎貝爾
Q230527	娜塔莎·韓絲翠
Q538459	亨利·菲茨羅伊
Q3802267	伊莎貝拉·貝涅
Q535507	詹姆士·弗萊恩
Q16745401	玛塔·坎宁安
Q553645	阿爾弗雷德·貝阿米什
Q462494	格拉爾迪·貝阿米什
Q444988	茱莉·美露絲
Q1306100	麥克斯韋·考爾菲爾德
Q158140	比阿特丽斯公主
Q444347	亨利王子 (巴腾堡)
Q92650	保罗·格雷厄姆
Q4261025	杰西卡·利文斯顿
Q911766	布賴恩·艾亨
Q3350455	奥尔加·萨马洛夫
Q166714	赫伯特·亨利·阿斯奎斯
Q1396333	馬菊·阿斯奎斯
Q80405	朱莉安·摩尔
Q285856	巴特·弗伦德里希
Q82085	山姆·沃辛頓
Q6488525	萊拉·沃辛頓
Q542106	珍·唐斯
Q1796215	特伦斯·亚历山大
Q443797	瓊·利特伍德
Q1192339	伊万·麥科爾
Q167521	赫伯特·威尔科克斯
Q433044	安娜·尼格尔
Q446064	琼·格林伍德
Q521947	安德烈·莫雷爾
Q165709	尤金妮郡主
Q57401350	傑克·布魯斯班克
Q62099381	玛丽
Q965475	約翰·理查森
Q434602	馬丁·貝斯維克
Q633991	烏素拉·吉恩斯
Q490072	罗杰·莱伍赛
Q333791	弗朗西斯·柯曾，第五代豪伯爵
Q47456648	玛丽·寇松
Q441159	芭芭拉·雷吉-亨特
Q7328292	理查德·帕斯科
Q948569	奧蒙德公爵
Q18759265	伊莉莎白·普雷斯頓
Q6209524	乔·迪克森
Q769414	彼得·霍爾
Q230023	萊斯利·卡儂
Q2960346	弗朗西斯·托姆利
Q645873	希拉·汉考克
Q2446852	约翰·肖
Q463584	菲奧娜·富勒頓
Q479171	安珀·路德
Q4647471	A·A·吉爾
Q336683	邁克爾·楊男爵
Q61731407	萨沙·莫尔斯姆
Q449118	布賴恩·布萊斯德
Q5761620	喜德嘉·妮露
Q646649	弗朗西斯·奥姆斯比·戈雷，第6男爵哈里克
Q4739644	阿曼达·哈莱克
Q2010206	瑪麗安·史坦
Q165657	比亚特丽斯郡主
Q68688016	艾杜亞度·馬佩利·莫茨
Q447612	比妮·巴恩斯
Q6712676	M·J·弗兰科维奇
Q336343	第五代阿伯康公爵詹姆斯·漢密爾頓
Q4720654	阿伯康公爵夫人亞歷山德拉·漢密爾頓
Q336580	杰拉尔德·格罗夫纳，第六代威斯敏斯特公爵
Q9155419	威斯敏斯特公爵夫人娜塔莉亞·格羅夫納
Q954203	博克舍
Q3675978	项美丽
Q333963	威廉·懷特洛
Q5058027	西莉亚·怀特洛
Q333887	威廉·格倫費爾，第一代拜倫男爵
Q3733729	艾蒂·格伦费尔，德斯伯勒男爵夫人
Q506393	居伊·加韋
Q453313	蕾切尔·斯特灵
Q503938	安德鲁·巴肯
Q2844572	艾米·納特托爾
Q335557	第十三代貝德福德公爵伊恩·羅素
Q7030174	貝德福德公爵夫人妮可·羅素
Q336381	第四代亞伯科恩公爵詹姆斯·漢密爾頓
Q6376736	阿伯康公爵夫人凱瑟琳·漢密爾頓
Q336768	傑拉爾德·韋爾斯利，第七代威靈頓公爵
Q5298677	威靈頓公爵夫人多蘿西·韋爾斯利
Q727752	大卫·索尔
Q272145	朱莉娅·尼克森
Q334102	傑里米·索普
Q751416	多萝西·莎士比亚
Q163366	艾兹拉·庞德
Q488353	娜塔莉·安博莉亚
Q983410	丹尼爾·約翰斯
Q158092	齐格蒙特·鲍曼
Q1682747	雅尼娜·鲍曼
Q442026	瑪麗亞·艾文
Q335605	比班·基德龙
Q1811812	李·哈尔
Q504611	彼得·布萊克
Q3162050	珍·霍沃斯
Q2063224	蒂莫斯·勞倫斯
Q115250	莱斯利-安·唐恩
Q51582	威廉·弗莱德金
Q142221	珍妮特·布朗
Q925902	彼得·巴特沃思
Q343059	傑佛瑞·萊特
Q335808	喬治·斯賓塞-丘吉爾，第十代馬爾博羅公爵
Q20679426	劳拉·隆
Q499613	愛德華·菲茨蘭-霍華德，第十八代諾福克公爵
Q5548242	諾福克公爵夫人喬治娜·菲茨蘭-霍華德
Q1108476	科林·弗瑞爾斯
Q307882	茱蒂·戴维斯
Q337151	海伦娜·肯尼迪
Q5980562	伊恩·米切尔
Q712860	克里斯·馬汀
Q34460	格威妮丝·帕尔特罗
Q2221868	安德魯·帕克·鮑爾斯
Q439167	莫德·達夫
Q3271148	第十一代南艾斯克伯爵查爾斯·卡內基
Q117392	马尔科姆·麦克道尔
Q108935	玛丽·斯汀伯根
Q145609	安妮·海德
Q126188	詹姆斯二世
Q151113	比莉·派佩
Q1189353	勞倫斯·福克斯
Q1150442	黛安娜·奎克
Q1229052	肯尼思·克拉纳姆
Q345517	彼得·勞福德
Q96079835	玛丽·罗恩
Q334097	艾瑪·尼可森
Q6830973	邁克爾·肯恩 (商人)
Q148669	艾达·卢皮诺
Q432694	帕特里夏·肯尼迪
Q1631794	霍華德·達夫
Q425821	馬克·朗森
Q509777	約瑟芬·德·拉·波美
Q472504	贾森·弗莱明
Q100712920	爱丽·费尔曼
Q344908	彼得·菲利浦斯
Q455160	奧特姆·菲利浦斯
Q391058	安德魯·卡文迪許，第十一代德文郡公爵
Q2019530	黛博拉·卡文迪什
Q1279767	路易·海華德
Q335796	喬治·斯賓塞-丘吉爾，第十一代馬爾博羅公爵
Q7368993	羅希塔·道格拉斯
Q337477	亚历山大·蒙巴顿，第一代卡里斯布鲁克侯爵
Q6069164	艾琳·丹尼森女爵
Q436789	黛安娜·道格拉斯
Q104027	柯克·道格拉斯
Q715919	约翰·霍兰（第一代埃克塞特公爵）
Q456462	伊麗莎白
Q388732	達里奧·弗朗奇蒂
Q228645	艾希莉·賈德
Q436384	妙麗葉兒·鮑克斯
Q2373669	悉尼·鮑克斯
Q436394	葆拉·叶慈
Q216608	鲍勃·格尔多夫
Q945713	伦纳德·萨克斯
Q5354398	埃莉诺·萨默菲尔德
Q712968	愛德華·伍德沃德
Q1833221	米雪兒·杜崔斯
Q2964710	克里斯·埃文斯
Q3564608	蒂娜·利瓦诺斯
Q726321	貝瑞‧施尼
Q7608336	史蒂芬妮·麥克萊恩 (模特兒)
Q432743	蓋文·羅斯戴爾
Q483379	關·史蒂芬妮
Q130549	崔茜·鄔嫚
Q4730845	艾倫·麥考恩
Q153658	汉娜·卓别林
Q4391952	老查理·卓别林
Q154423	莫德王后
Q154927	哈康七世
Q714848	約翰·萊特
Q193482	内芙·坎贝尔
Q152301	乔治·塔布里
Q267217	维韦卡·林德福什
Q152316	薩塞克斯公爵哈里王子
Q3304418	梅根·马克尔
Q137489	约翰·吉勒明
Q6792661	莫琳·康奈尔
Q432357	菲丽达·劳
Q1351697	埃里克·汤普森
Q333937	迈克尔·戈夫
Q20746350	莎拉·瓦因
Q336947	第十七任諾福克公爵
Q4768331	諾福克公爵夫人安妮·菲茨蘭-霍華德
Q1138923	阿什丽·玛德克薇
Q1631684	伊多·戈德堡
Q725519	基思·艾伦
Q516645	艾莉森·欧文
Q1139301	尼克·莫蘭
Q133760	喬丹·斯彭斯
Q254894	娜歐蜜·史考特
Q147663	扎拉·菲利普斯
Q1386944	麥克·汀達爾
Q902568	大卫·贝利
Q106418	凱撒琳·丹尼芙
Q1148656	西里尔·曼戈
Q48698995	玛利亚·曼戈
Q435040	苏珊·汉姆谢
Q533866	皮埃尔·格兰尼亚-德弗利
Q336896	鄧蓮如
Q6829737	唐明治
Q1159118	丹·马泽
Q459800	黛西·唐洛范
Q1864685	伊恩·華萊士
Q137983	馬格納斯
Q270712	麥克義·詹姆斯
Q775665	罗纳德·弗格森
Q4165785	苏珊·巴兰特斯
Q740036	吉尼西斯·P-奥里奇
Q6470271	杰伊·布雷耶女士
Q1156193	埃莉诺·米尔德里德·贝尔福
Q433076	亨利·西季威克
Q336905	大衛·喬蒙德利 (喬蒙德利侯爵七世)
Q75332727	萝丝·汉伯里
Q1167568	萊斯里·芬頓
Q448208	安·德沃夏克
Q1064691	奈傑爾·達文波特
Q434312	瑪利亞·艾肯
Q134982	大衛·勞合·喬治
Q6759649	瑪嘉烈·萊德·佐治
Q725526	羅尼·卡羅爾
Q2777836	米莉森·馬汀
Q1465068	喬治·康沃利斯-衛斯特
Q243011	珍妮·邱吉爾
Q914546	托马斯·斯科特·埃利斯（Thomas Scott-Ellis），第八届霍华德·德·瓦尔登男爵
Q75284362	玛格丽塔·范·拉尔特
Q1098903	克劳斯·冯·布洛
Q292808	莎妮·冯·比洛
Q1109138	博福特公爵夫人特蕾西·索美塞特
Q5728512	第十二代蒲福公爵亨利·萨默塞特
Q717540	哈廷頓侯爵威廉·卡文迪許
Q268799	哈廷顿侯爵夫人凯瑟琳·卡文迪许
Q118817	喬·萊特
Q259379	安努許卡·香卡
Q1066012	查理斯·沙奇
Q264724	奈潔拉·勞森
Q934640	帕特里克·马博
Q5248467	黛布拉·吉列
Q117174	亨利王子 (格洛斯特公爵)
Q246915	愛麗斯王妃
Q137031	麥理浩
Q9003628	麥理浩勳爵夫人
Q144622	菲爾·柯林斯
Q76448205	安德烈埃·貝托雷利
Q115962	大卫·科弗代尔
Q260298	陶妮·基坦
Q724227	吉米·米斯垂
Q38059723	梅格·倫納德
Q1320512	弗雷迪·史卓瑪
Q2597	喬安娜·布蘭迪
Q714480	第二代白金汉公爵亨利·斯塔福德
Q533098	白金漢公爵夫人凱薩琳·伍德維爾
Q66104381	奥里安娜·斯维
Q1340443	喬納森·凱克
Q259663	茱莉安娜·妮克遜
Q115477	路易絲·蒙巴頓
Q52878	古斯塔夫六世·阿道夫
Q133151	奥齐·奥斯本
Q1806985	沙朗·奧斯朋
Q239476	瑞莉·霍爾
Q5336207	埃迪·库卢昆迪斯
Q116062	爱丽丝公主
Q156531	安德烈阿斯王子
Q901998	萨尔瓦多·蒙卡达
Q371203	瑪麗·埃斯梅拉達公主
Q104146	黛博拉·蔻尔
Q711701	彼得·維爾特
Q3486444	格瑞斯·古默
Q719691	理查德·阿什
Q6759375	玛格丽特·艾略特
Q1149075	威廉·莱维森-高尔
Q7367831	蘿絲
Q924821	斯蒂芬·坎贝尔·莫尔
Q258999	克萊兒·芙伊
Q7325325	理查德·杜顿
Q5119119	席亚拉·揚森
Q372460	芒斯·塞默洛
Q5981108	第十一代阿蓋爾公爵伊恩·坎貝爾
Q6759243	阿盖尔公爵夫人玛格丽特·坎贝尔
Q5723832	亨利·詹姆斯·布鲁斯
Q231316	Tamara Karsavina
Q4720226	第七代巴斯侯爵亞歷山大·錫恩
Q531242	安娜·盖尔
Q5482762	弗朗西斯·惠恩
Q6205457	琼·史密斯
Q3308003	迈克尔·阿滕伯勒
Q123849	简·西摩
Q5981110	第十二代阿蓋爾公爵伊恩·坎貝爾
Q64748110	阿蓋爾公爵夫人愛奧娜·坎貝爾
Q6767604	馬克·費恩斯
Q1490388	珍妮花·拉殊
Q4151012	朱莉·格雷厄姆
Q6280761	约瑟夫·贝内特
Q5125312	克萊兒·史基納
Q5081477	查爾斯·帕爾默
Q5232680	戴维·柯鲁克
Q69038901	伊莎白·柯鲁克
Q6778968	瑪莉·雅丹
Q1703244	喬納森·曼斯
Q1586577	哈利·希爾頓-福斯特
Q4820133	希爾頓-福斯特女男爵
Q3302886	陈美琴
Q147144	赵无极
Q4762484	安吉拉·拉塞爾斯
Q2962982	杰拉爾德·大衛·拉塞爾斯
Q3129104	希瑟·斯图尔特-怀特
Q221908	雅尼克·诺阿
Q5353303	伊萊恩·泰勒
Q190523	克里斯托弗·普卢默
Q6470392	瑪莎·菲茨蘭
Q7147575	帕特里克·雷耶卡特
Q16225960	萊罕姆·汗
Q155164	伊姆蘭·汗
Q1606406	亨利·阿貝爾·史密斯
Q4424877	梅·艾貝爾·史密斯
Q7176877	彼得·尚德
Q1606917	亨利·雅格洛
Q3515222	塔娜·弗雷德里克
Q5941484	漢弗萊·克爾
Q6808659	梅根·冈茨
Q5546608	吳宇衛
Q6153402	謝怡芬
Q3852380	莫德·佩蒂-菲茲莫里斯
Q337386	蘭斯敦
Q5214413	丹·斯诺
Q60256916	埃德温娜·路易斯·格罗夫纳夫人
Q7244552	威靈頓公爵夫人安東尼婭公主
Q2960441	查爾斯·韋爾斯利，杜羅侯爵
Q6153431	珍妮特·基
Q4767670	安娜貝爾·布魯克斯
Q1158442	達米安·哈里斯
Q4354055	傑里米·哈迪
Q61314702	基特·赫勒巴赫
Q4764208	安格斯·蒙塔古，第 12 代曼彻斯特公爵
Q76025813	伯纳黛特·詹尼安斯
Q4409080	吉尔·哈弗本尼
Q5180845	克雷格·康威
Q3188034	茱蒂·卡恩
Q202148	畢·雷諾斯
Q6760940	馬里·威爾遜
Q19483764	馬利·楊格
Q3911045	里·米德
Q5257792	丹妮丝·凡·奥滕
Q5416191	埃芙·波拉德
Q7025784	尼古拉斯·劳埃德
Q16214162	罗伊斯顿·蓝登
Q168763	莉芙·泰萊
Q7380291	鲁伯特·古尔德
Q4491084	凯特·弗利特伍德
Q4679801	亞當·斯梅特赫斯特
Q16154488	拉基·阿约拉
Q5561118	狄克·密契森
Q461571	内奥米·密契森
Q76025809	黛安·波林·普利姆索尔
Q6765270	马里昂·科扎克
Q2036385	拉尔夫·米利班德
Q5363074	夏農子爵夫人
Q15442982	法蘭西斯·波以耳
Q6759988	瑪格麗特·維爾尼
Q7526496	第三代男爵埃德蒙·维尼爵士
Q16226442	艾玛·斯莱特
Q23418652	萨莎·法伯
Q7175133	彼得·奇拿
Q105667	艾嘉蓮
Q4355722	托尼·布莱克本
Q7705631	泰莎·怀亚特
Q1616057	卡翠娜·麥科
Q1381397	庄·芬奇
Q4725569	埃莉諾·霍蘭
Q953078	羅傑·莫提梅，第四代馬奇伯爵
Q7176246	彼得·奥斯瓦尔德
Q4726044	艾丽丝·奥斯瓦尔德
Q3080825	弗朗西丝·尼斯比特
Q83235	霍雷肖·纳尔逊，第一代纳尔逊子爵
Q5257630	丹妮絲·布呂爾
Q1337855	尼古拉斯·帕森斯
Q7285320	拉吉·昆德拉
Q270665	細芭榭滴
Q4766933	安娜·克羅珀
Q8017608	威廉·洛區
Q16213893	丹尼尔·卡尔塔吉罗内
Q6811362	梅拉尼·賽克斯
Q7087496	奧利佛·迪姆斯代爾
Q2637984	佐伊·塔珀
Q7032706	尼杰尔·惠特米
Q15485790	阿比吉尔·肖
Q5517148	盖尔·瑞巴克
Q2086183	菲利普·古尔德
Q5528071	第二代赫弗的阿斯特男爵加文·阿斯特
Q6068924	阿斯特的赫弗男爵夫人艾琳·阿斯特
Q4882910	碧琳達·史都華·威爾森
Q816568	賓·米勒
Q5496789	弗蕾蒂·羅斯·漢考克
Q1365832	托尼·汉考克
Q3814008	凯蒂·露易丝·桑德斯
Q485517	宋仲基
Q2544896	阿尔伯特·斯宾塞
Q2635201	塞西莉亚·斯宾塞
Q3103793	喬治娜·查普曼
Q531599	哈維·溫斯坦
Q7301845	瑞贝卡·奈特
Q9122212	哈利·海顿-凯文
Q7378908	露拉·倫斯卡
Q1189587	丹尼斯·瓦特曼
Q4879521	比·威尔逊
Q5239295	大卫·朗西曼
Q3809633	第八代阿索爾公爵約翰·史都華-莫瑞
Q6376234	凯瑟琳·斯图尔特-默里
Q3810251	约瑟夫·米尔森
Q467134	莎拉-簡·波茨
Q5724676	第五代哈伍德伯爵亨利·拉塞尔斯
Q65598585	佛罗伦斯·布里奇曼
Q7330402	里奇达·凯里
Q517562	奈杰尔·斯托克
Q6239175	約翰·海曼
Q1278227	诺玛·海曼
Q3784306	托德拉·T
Q1955223	安妮·马克
Q3109448	萨拉·艾顿
Q2358062	尼克·鄧普西
Q5166696	康威·柏納-李
Q16492	瑪麗·李·伍茲
Q3438955	约翰·巴德科克
Q2306394	乔伊丝·库珀
Q4768140	安妮·奥布里
Q2221933	德伦·内斯比特
Q3304414	米歇尔·基根
Q6770436	马克·赖特
Q3242410	麗莎‧喬丁
Q7027345	尼古拉．賈丁
Q3821784	巴斯圖
Q975377	特里·汉兹
Q3810301	喬西·比馳
Q253183	雪芮·格萊姆絲
Q5548291	乔吉娜·瑞利
Q15867224	马克·奥布莱恩(演員)
Q5498549	第一代佩斯克-劳伦斯男爵弗雷德里克·佩斯克-劳伦斯
Q5373431	艾米琳·皮西克·勞倫斯
Q7082861	奧拉·喬丹
Q6136972	占士·佐敦
Q5548261	喬治娜·肯納德
Q63255990	哈羅德·菲利普斯
Q5548600	約翰·安伯勒
Q2266804	瑪格麗塔公主 (瑞典)
Q7492840	谢赫拉莎德·戈德史密斯
Q391562	撒迦利亚·歌斯密
Q18716255	沃尔特·奥古斯图斯·德·哈维兰
Q3240900	莉莲·方丹
Q7360003	羅克西·莎希迪
Q16150056	阿舍尔·阿里
Q15522089	安娜·默多克·曼恩
Q53944	鲁珀特·默多克
Q15304266	潔西·蘿伯塔·柯文
Q3297185	竹鶴政孝
Q6530613	萊斯莉·艾什
Q1811754	李·卓文
Q19661277	哈莉特·馬修斯
Q5233879	大衛·霍薛
Q14946713	蒂姆·欧文
Q2719909	杰玛·雷德格雷夫
Q15054299	安东尼·格林伍德
Q28316179	吉莉安·格林伍德
Q5372837	艾玛·希德勒斯顿
Q75333670	杰克·佩里格林·布拉基斯顿-休斯顿
Q6772050	北布拉德利的侯赛男爵马尔马杜克·侯赛
Q7647987	苏珊·侯赛夫人
Q16011858	亨利·赫伯特，第六代卡那封伯爵
Q18529092	弗朗西絲·塞西爾
Q1920626	第一代埃克塞特伯爵托馬斯·塞西爾
Q7559928	薩默塞特·德切爾
Q6470287	朱麗葉·塔德格爾女勳爵
Q8018348	威廉·肖克羅斯
Q1264872	瑪麗娜·華納
Q6835467	迈克尔·韦恩·琼斯
Q1808967	蒂麗婭·史密斯
Q6957800	娜汀·路溫頓
Q16301303	邁克·馬拉基
Q16012729	安妮·梅塞尔，第六代罗斯伯爵夫人
Q7364647	罗纳德·阿姆斯特朗-琼斯
